Year,Transect,Shoreline_Distance
2023,19,1648.2650996102993
2024,19,1642.0871646418395
2025,19,1648.2650996102993
2016,20,999.9999999999543
2017,20,1009.9456182969682
2018,20,1009.9456182969682
2019,20,980.108763656005
2020,20,980.108763656005
2021,20,999.9999999999543
2022,20,1029.8368551403773
2023,20,1039.7824736872367
2024,20,1049.728092317689
2025,20,1049.728092317689
2016,21,1200.1964106475598
2017,21,1209.72957909389
2018,21,1209.72957909389
2019,21,1219.2615884280171
2020,21,1486.186018122552
2021,21,1495.7189782092773
2022,21,1629.1895344492104
2023,21,1629.1895344492104
2024,21,1619.6563418299968
2025,21,1619.6563418299968
2016,22,1009.9456187846445
2017,22,1009.9456187846445
2018,22,1009.9456187846445
2019,22,980.1087626786828
2020,22,980.1087626786828
2021,22,999.9999999999186
2022,22,1009.9456187846445
2023,22,1049.7280947594713
2024,22,1019.8912376538944
2025,22,1019.8912376538944
2016,23,1190.6624710563106
2017,23,1200.1955545847334
2018,23,1200.1955545847334
2019,23,1200.1965218312419
2020,23,1467.1255941391057
2021,23,1476.6587832578123
2022,23,1619.6566860049197
2023,23,1619.6566860049197
2024,23,1610.1234886400216
2025,23,1610.1234886400216
2016,24,1009.9456192738588
2017,24,1009.9456192738588
2018,24,1009.9456192738588
2019,24,980.108761702178
2020,24,980.108761702178
2021,24,1009.9456192738588
2022,24,1009.9456192738588
2023,24,1049.7280972037565
2024,24,1019.8912386312937
2025,24,1019.8912386312937
2016,25,1171.5963878677499
2017,25,1181.129484315759
2018,25,1181.129484315759
2019,25,1190.6625769507627
2020,25,1457.587623339174
2021,25,1467.1258535876161
2022,25,1610.123827521893
2023,25,1610.123827521893
2024,25,1600.5906254111894
2025,25,1600.5906254111894
2016,26,1009.9456197627778
2017,26,1009.9456197627778
2018,26,1009.9456197627778
2019,26,990.0543803211416
2020,26,980.1087607248984
2021,26,1009.9456197627778
2022,26,1009.9456197627778
2023,26,1049.728099646831
2024,26,1019.8912396091008
2025,26,1029.8368595385507
2016,27,1152.530268253313
2017,27,1162.0633776179943
2018,27,1162.0633776179943
2019,27,1171.5964831726997
2020,27,1438.5218912637133
2021,27,1457.5878775107615
2022,27,1600.5909589958196
2023,27,1600.5909589958196
2024,27,1591.057752139312
2025,27,1591.057752139312
2016,28,1009.9456202509243
2017,28,1009.9456202509243
2018,28,1009.9456202509243
2019,28,1000.0000000000141
2020,28,990.0543798317655
2021,28,1009.9456202509243
2022,28,1009.9456202509243
2023,28,1059.6737227577323
2024,28,1000.0000000000141
2025,28,1039.78248150521
2016,29,1133.4645433752726
2017,29,1142.9972344960606
2018,29,1142.9972344960606
2019,29,1152.5303529674425
2020,29,1419.4603556997977
2021,29,1438.5267607648702
2022,29,1591.0580804285155
2023,29,1591.0580804285155
2024,29,1581.5248688260829
2025,29,1581.5248688260829
2016,30,1009.9456207404164
2017,30,1009.9456207404164
2018,30,1009.9456207404164
2019,30,1009.9456207404164
2020,30,999.9999999999163
2021,30,1009.9456207404164
2022,30,1009.9456207404164
2023,30,1059.6737256912152
2024,30,999.9999999999163
2025,30,1039.7824834606765
2016,31,1123.9314269664505
2017,31,1123.9314269664505
2018,31,1123.9314269664505
2019,31,1133.4641863319682
2020,31,1409.9233386829728
2021,31,1428.9893689790954
2022,31,1581.525191818189
2023,31,1581.525191818189
2024,31,1571.9919754701843
2025,31,1571.9919754701843
2016,32,1009.9456212288228
2017,32,1009.9456212288228
2018,32,1009.9456212288228
2019,32,1019.8912425418032
2020,32,999.999999999901
2021,32,1019.8912425418032
2022,32,1009.9456212288228
2023,32,1019.8912425418032
2024,32,999.999999999901
2025,32,1039.78248541528
2016,33,999.9999999999579
2017,33,1535.1758454187243
2018,33,1535.1758454187243
2019,33,1009.9575383151077
2020,33,999.9999999999579
2021,33,1019.9150767735442
2022,33,1009.9575383151077
2023,33,999.9999999999579
2024,33,990.0424620589862
2025,33,1029.8726153729365
2016,34,1009.9456222893721
2017,34,1527.1188273851365
2018,34,1527.1188273851365
2019,34,1019.8912446622987
2020,34,1009.9456222893721
2021,34,1029.8368671190494
2022,34,1019.8912446622987
2023,34,1009.9456222893721
2024,34,990.054377793367
2025,34,1039.7824896582279
2016,35,1505.2585651234456
2017,35,1114.398300518559
2018,35,1114.398300518559
2019,35,1476.6590647841595
2020,35,1400.3937064590664
2021,35,1390.860534203454
2022,35,1381.3273614015854
2023,35,1381.3273614015854
2024,35,1495.7313086173301
2025,35,1486.1922321111929
2016,36,1486.1953970424931
2017,36,1133.4655539461112
2018,36,1133.4655539461112
2019,36,1486.1953970424931
2020,36,1476.6621685150517
2021,36,1409.9295525344787
2022,36,1400.3963193532852
2023,36,1400.3963193532852
2024,36,1495.7286249881865
2025,36,1486.1953970424931
2016,37,1000.0000000000254
2017,37,993.1178388931517
2018,37,993.1178388931517
2019,37,986.235675796776
2020,37,787.0710077298003
2021,37,772.8881162468019
2022,37,470.8737661148487
2023,37,470.8737661148487
2024,37,470.8737661148487
2025,37,476.9527387261553
2016,38,1000.00000000007
2017,38,993.0787624051344
2018,38,993.0787624051344
2019,38,992.548231158624
2020,38,792.3625223903739
2021,38,775.6866877825618
2022,38,594.9664665436686
2023,38,594.9664665436686
2024,38,594.9664665436686
2025,38,594.9664665436686
2016,39,1537.0649433571214
2017,39,1517.1736448250992
2018,39,1517.1736448250992
2019,39,1507.2279956831965
2020,39,1517.1736448250992
2021,39,1507.2279956831965
2022,39,1507.2279956831965
2023,39,1507.2279956831965
2024,39,1507.2279956831965
2025,39,1487.3366976517984
2016,40,1790.5791050823095
2017,40,1447.554373093426
2018,40,1447.554373093426
2019,40,1447.554373093426
2020,40,1447.554373093426
2021,40,1780.6334009507445
2022,40,1457.5000277459399
2023,40,1447.554373093426
2024,40,1780.6334009507445
2025,40,1770.6876975265716
2016,41,1743.5832599181226
2017,41,1743.5832599181226
2018,41,1743.5832599181226
2019,41,1734.0501623113125
2020,41,1743.5832599181226
2021,41,1753.1163569771543
2022,41,1743.5832599181226
2023,41,1714.9839654534394
2024,41,1695.917766407493
2025,41,1705.4508662049375
2016,42,1753.1159820171897
2017,42,1743.5828897044971
2018,42,1743.5828897044971
2019,42,1734.0497968440286
2020,42,1753.1159820171897
2021,42,1762.6490737824558
2022,42,1753.1159820171897
2023,42,1714.9836094788366
2024,42,1714.9836094788366
2025,42,1714.9836094788366
2016,43,1762.6486940744396
2017,43,1743.5825194890483
2018,43,1743.5825194890483
2019,43,1734.0494313748084
2020,43,1762.6486940744396
2021,43,1762.6486940744396
2022,43,1762.6486940744396
2023,43,1724.516342711745
2024,43,1724.516342711745
2025,43,1724.516342711745
2016,44,1772.1813960909028
2017,44,1753.1152320922329
2018,44,1753.1152320922329
2019,44,1962.8651867048625
2020,44,1762.6483143645826
2021,44,1962.8651867048625
2022,44,1762.6483143645826
2023,44,1734.0490659042096
2024,44,1962.8651867048625
2025,44,1734.0490659042096
2016,45,1772.1810116329448
2017,45,1962.8647074151108
2018,45,1962.8647074151108
2019,45,1943.7977020309836
2020,45,1962.8647074151108
2021,45,1953.3312028154398
2022,45,1962.8647074151108
2023,45,1962.8647074151108
2024,45,1953.3312028154398
2025,45,1962.8647074151108
2016,46,1962.864228122828
2017,46,1943.7972322277703
2018,46,1943.7972322277703
2019,46,1943.775833749861
2020,46,1943.7972322277703
2021,46,1943.7972322277703
2022,46,1943.7972322277703
2023,46,1943.7972322277703
2024,46,1943.7972322277703
2025,46,1943.7972322277703
2016,47,1943.7967624015357
2017,47,1934.2632749210222
2018,47,1934.2632749210222
2019,47,1934.2632749210222
2020,47,1934.2632749210222
2021,47,1934.2632749210222
2022,47,1934.2632749210222
2023,47,1934.2632749210222
2024,47,1934.2632749210222
2025,47,1943.7753638528231
2016,48,1943.7748939533526
2017,48,1924.7293309374304
2018,48,1924.7293309374304
2019,48,1924.7293309374304
2020,48,1924.7293309374304
2021,48,1924.7293309374304
2022,48,1924.7293309374304
2023,48,1924.7293309374304
2024,48,1934.2418410659454
2025,48,1934.2628098587159
2016,49,1934.262344781757
2017,49,1915.195400243006
2018,49,1915.195400243006
2019,49,1915.195400243006
2020,49,1915.195400243006
2021,49,1915.195400243006
2022,49,1915.195400243006
2023,49,1915.195400243006
2024,49,1924.7288706050638
2025,49,1924.7288706050638
2016,50,1924.7284102720516
2017,50,1905.661482851523
2018,50,1905.661482851523
2019,50,1905.661482851523
2020,50,1905.661482851523
2021,50,1905.661482851523
2022,50,1905.661482851523
2023,50,1905.661482851523
2024,50,1915.1949446547058
2025,50,1915.1949446547058
2016,51,1915.1944890649074
2017,51,1896.1275787624852
2018,51,1896.1275787624852
2019,51,1896.1275787624852
2020,51,1896.1275787624852
2021,51,1896.1275787624852
2022,51,1896.1275787624852
2023,51,1896.1275787624852
2024,51,1905.6610320066698
2025,51,1905.6610320066698
2016,52,1905.6605811587738
2017,52,1886.5936879743472
2018,52,1886.5936879743472
2019,52,1886.5936879743472
2020,52,1886.5936879743472
2021,52,1886.5936879743472
2022,52,1886.5936879743472
2023,52,1886.5936879743472
2024,52,1896.127132659883
2025,52,1896.127132659883
2016,53,1896.1266865645318
2017,53,1877.0598104969279
2018,53,1877.0598104969279
2019,53,1877.0598104969279
2020,53,1877.0598104969279
2021,53,1877.0598104969279
2022,53,1877.0598104969279
2023,53,1877.0598104969279
2024,53,1886.593246624054
2025,53,1886.593246624054
2016,54,1886.5928052521908
2017,54,1867.5259463036298
2018,54,1867.5259463036298
2019,54,1867.5259463036298
2020,54,1867.5259463036298
2021,54,1867.5259463036298
2022,54,1867.5259463036298
2023,54,1867.5259463036298
2024,54,1877.0593738701257
2025,54,1877.0593738701257
2016,55,1877.0589372510283
2017,55,1219.2605492149855
2018,55,1219.2605492149855
2019,55,990.4669260498295
2020,55,1209.7274878997534
2021,55,1209.7274878997534
2022,55,1209.7274878997534
2023,55,1152.5291084756284
2024,55,1152.5291084756284
2025,55,1209.7274878997534
2016,56,1219.2604400415019
2017,56,1228.7934960608736
2018,56,1228.7934960608736
2019,56,1152.5290325288454
2020,56,1219.2604400415019
2021,56,1219.2604400415019
2022,56,1219.2604400415019
2023,56,1200.1943263552407
2024,56,1209.727383472841
2025,56,1219.2604400415019
2016,57,1219.2603308672992
2017,57,1228.7933821402103
2018,57,1228.7933821402103
2019,57,1200.1942266744218
2020,57,1219.2603308672992
2021,57,1219.2603308672992
2022,57,1219.2603308672992
2023,57,1209.727279045329
2024,57,1219.2603308672992
2025,57,1219.2603308672992
2016,58,1219.2602216925911
2017,58,1228.793268218815
2018,58,1228.793268218815
2019,58,1209.727174617428
2020,58,1219.2602216925911
2021,58,1219.2602216925911
2022,58,1219.2602216925911
2023,58,1209.727174617428
2024,58,1219.2602216925911
2025,58,1219.2602216925911
2016,59,1228.7947668583674
2017,59,1285.9934060650771
2018,59,1285.9934060650771
2019,59,1276.4603009888951
2020,59,1285.9934060650771
2021,59,1228.7947668583674
2022,59,1228.7947668583674
2023,59,1276.4603009888951
2024,59,1238.327874851905
2025,59,1238.327874851905
2016,60,1305.05704823632
2017,60,1314.5900719319168
2018,60,1314.5900719319168
2019,60,1305.05704823632
2020,60,1314.5900719319168
2021,60,1285.9909991947022
2022,60,1314.5900719319168
2023,60,1305.05704823632
2024,60,1314.5900719319168
2025,60,1305.05704823632
2016,61,1314.589915285972
2017,61,1324.1229336872195
2018,61,1324.1229336872195
2019,61,1305.0568963373012
2020,61,1324.1229336872195
2021,61,1295.5238768385261
2022,61,1314.589915285972
2023,61,1305.0568963373012
2024,61,1314.589915285972
2025,61,1314.589915285972
2016,62,1314.589758639704
2017,62,1371.7878323371494
2018,62,1371.7878323371494
2019,62,1314.589758639704
2020,62,1371.7878323371494
2021,62,1305.0567444379558
2022,62,1314.589758639704
2023,62,1314.589758639704
2024,62,1324.1227722939127
2025,62,1324.1227722939127
2016,63,1324.1226108999967
2017,63,1381.320652823781
2018,63,1381.320652823781
2019,63,1333.655619259856
2020,63,1381.320652823781
2021,63,1343.1886270698442
2022,63,1324.1226108999967
2023,63,1333.655619259856
2024,63,1333.655619259856
2025,63,1371.7876472086177
2016,64,1371.7874620794412
2017,64,1381.3204629476825
2018,64,1381.3204629476825
2019,64,1362.2544606612134
2020,64,1381.3204629476825
2021,64,1352.7214586956748
2022,64,1333.655453118364
2023,64,1362.2544606612134
2024,64,1343.1884561813135
2025,64,1381.3204629476825
2016,65,1381.3260044291403
2017,65,1381.3260044291403
2018,65,1381.3260044291403
2019,65,1371.7928640544335
2020,65,1381.3260044291403
2021,65,1362.2597231795328
2022,65,1362.2597231795328
2023,65,1371.7928640544335
2024,65,1371.7928640544335
2025,65,1381.3260044291403
2016,66,1371.7926576012553
2017,66,1381.3257926827916
2018,66,1381.3257926827916
2019,66,1362.259522020917
2020,66,1381.3257926827916
2021,66,1362.259522020917
2022,66,1362.259522020917
2023,66,1362.259522020917
2024,66,1371.7926576012553
2025,66,1371.7926576012553
2016,67,1079.2302152168513
2017,67,1079.2302152168513
2018,67,1079.2302152168513
2019,67,1079.2302152168513
2020,67,1079.2302152168513
2021,67,1079.2302152168513
2022,67,1079.2302152168513
2023,67,1079.2302152168513
2024,67,1079.2302152168513
2025,67,1079.2302152168513
2016,68,1066.7311112280677
2017,68,1066.7311112280677
2018,68,1066.7311112280677
2019,68,1076.2641293145743
2020,68,1066.7311112280677
2021,68,1066.7311112280677
2022,68,1066.7311112280677
2023,68,1066.7311112280677
2024,68,1066.7311112280677
2025,68,1066.7311112280677
2016,69,1076.2642768199587
2017,69,1076.2642768199587
2018,69,1076.2642768199587
2019,69,1076.2642768199587
2020,69,1076.2642768199587
2021,69,1076.2642768199587
2022,69,1076.2642768199587
2023,69,1076.2642768199587
2024,69,1076.2642768199587
2025,69,1076.2642768199587
2016,70,1076.264173040352
2017,70,1076.2643147948882
2018,70,1076.2643147948882
2019,70,1076.2643147948882
2020,70,1076.2643147948882
2021,70,1076.2643147948882
2022,70,1076.2643147948882
2023,70,1076.2643147948882
2024,70,1076.2643147948882
2025,70,1076.2643147948882
2016,71,1066.4916403151499
2017,71,1075.9904311438227
2018,71,1075.9904311438227
2019,71,1076.2648947442167
2020,71,1076.2648947442167
2021,71,1076.2648947442167
2022,71,1076.2648947442167
2023,71,1076.2648947442167
2024,71,1076.2648947442167
2025,71,1076.2648947442167
2016,72,1092.435893539097
2017,72,1092.435893539097
2018,72,1092.435893539097
2019,72,1105.6410697831968
2020,72,1105.6410697831968
2021,72,1105.6410697831968
2022,72,1105.6410697831968
2023,72,1105.6410697831968
2024,72,1105.6410697831968
2025,72,1092.435893539097
2016,73,1105.641141911542
2017,73,1105.641141911542
2018,73,1105.641141911542
2019,73,1118.8463393205502
2020,73,1118.8463393205502
2021,73,1118.8463393205502
2022,73,1118.8463393205502
2023,73,1118.8463393205502
2024,73,1118.8463393205502
2025,73,1105.641141911542
2016,74,1085.7976835443742
2017,74,1085.7976835443742
2018,74,1085.7976835443742
2019,74,1095.3307622415525
2020,74,1095.3307622415525
2021,74,1095.3307622415525
2022,74,1095.3307622415525
2023,74,1095.3307622415525
2024,74,1095.3307622415525
2025,74,1085.7976835443742
2016,75,1118.8467723935285
2017,75,1118.8467723935285
2018,75,1118.8467723935285
2019,75,1132.05203006918
2020,75,1132.05203006918
2021,75,1132.05203006918
2022,75,1132.05203006918
2023,75,1132.05203006918
2024,75,1132.05203006918
2025,75,1132.05203006918
2016,76,1776.269993752548
2017,76,1757.1025229562488
2018,76,1757.1025229562488
2019,76,1757.1025229562488
2020,76,1757.1025229562488
2021,76,1757.1025229562488
2022,76,1757.1025229562488
2023,76,1757.1025229562488
2024,76,1766.686256389407
2025,76,1766.686256389407
2016,77,1129.2934347751116
2017,77,1149.1847311830732
2018,77,1149.1847311830732
2019,77,1149.1847311830732
2020,77,1238.6954406679095
2021,77,1268.532342114827
2022,77,1586.7931678327914
2023,77,1586.7931678327914
2024,77,1586.7931678327914
2025,77,1586.7931678327914
2016,78,1743.591420469176
2017,78,1724.5246839810063
2018,78,1724.5246839810063
2019,78,1724.5246839810063
2020,78,1724.5246839810063
2021,78,1724.5246839810063
2022,78,1724.5246839810063
2023,78,1724.5246839810063
2024,78,1734.0580503185301
2025,78,1734.0580503185301
2016,79,1139.2390761635804
2017,79,1159.1303714254711
2018,79,1159.1303714254711
2019,79,1159.1303714254711
2020,79,1268.5323289038329
2021,79,1298.3692225200796
2022,79,1596.7387828588023
2023,79,1596.7387828588023
2024,79,1596.7387828588023
2025,79,1596.7387828588023
2016,80,1139.239068140795
2017,80,1159.13036225618
2018,80,1159.13036225618
2019,80,1159.13036225618
2020,80,1278.4779447986625
2021,80,1308.3148345786792
2022,80,1596.7387484752296
2023,80,1596.7387484752296
2024,80,1596.7387484752296
2025,80,1596.7387484752296
2016,81,1139.2390601185464
2017,81,1159.1303530881576
2018,81,1159.1303530881576
2019,81,1159.1303530881576
2020,81,1298.3691881612597
2021,81,1318.2604447478948
2022,81,1596.7387140922694
2023,81,1596.7387140922694
2024,81,1596.7387140922694
2025,81,1596.7387140922694
2016,82,1139.2390520964925
2017,82,1159.1303439198507
2018,82,1159.1303439198507
2019,82,1159.1303439198507
2020,82,1318.2604264284348
2021,82,1328.2060530894005
2022,82,1596.7386797115398
2023,82,1586.7930375075
2024,82,1586.7930375075
2025,82,1586.7930375075
2016,83,1139.239044075199
2017,83,1159.1303347523144
2018,83,1159.1303347523144
2019,83,1159.1303347523144
2020,83,1318.2606481719752
2021,83,1338.1516595746186
2022,83,1586.7930037008625
2023,83,1576.8473619863514
2024,83,1576.8473619863514
2025,83,1576.8473619863514
2016,84,1139.2390360534093
2017,84,1149.184680860765
2018,84,1149.184680860765
2019,84,1159.1303255847595
2020,84,1328.206015285744
2021,84,1348.0972641979147
2022,84,1576.8473287537627
2023,84,1576.8473287537627
2024,84,1576.8473287537627
2025,84,1576.8473287537627
2016,85,1680.432097143317
2017,85,1661.2647246553802
2018,85,1661.2647246553802
2019,85,1661.2647246553802
2020,85,1661.2647246553802
2021,85,1661.2647246553802
2022,85,1661.2647246553802
2023,85,1661.2647246553802
2024,85,1670.8484089338333
2025,85,1670.8484089338333
2016,86,1657.7903067394927
2017,86,1000.0000000000057
2018,86,1000.0000000000057
2019,86,771.2063768339134
2020,86,1000.0000000000057
2021,86,1000.0000000000057
2022,86,1000.0000000000057
2023,86,933.2685592663825
2024,86,933.2685592663825
2025,86,1000.0000000000057
2016,87,1000.0000000000365
2017,87,1000.0000000000365
2018,87,1000.0000000000365
2019,87,990.4669763066689
2020,87,1000.0000000000365
2021,87,971.4009272693896
2022,87,1000.0000000000365
2023,87,990.4669763066689
2024,87,1000.0000000000365
2025,87,1000.0000000000365
2016,88,999.9999999999679
2017,88,999.9999999999679
2018,88,999.9999999999679
2019,88,980.9339977201759
2020,88,999.9999999999679
2021,88,971.4009957576283
2022,88,952.3349901859464
2023,88,980.9339977201759
2024,88,961.8679932462543
2025,88,999.9999999999679
2016,89,1000.0000000000273
2017,89,1000.0000000000273
2018,89,1000.0000000000273
2019,89,990.4670038821449
2020,89,1000.0000000000273
2021,89,980.934007213929
2022,89,980.934007213929
2023,89,990.4670038821449
2024,89,1000.0000000000273
2025,89,1000.0000000000273
2016,90,1719.4109595672592
2017,90,1424.9243131497149
2018,90,1424.9243131497149
2019,90,1701.7083490486384
2020,90,1737.1135982153535
2021,90,1696.4014254984031
2022,90,1720.0080463007437
2023,90,1696.4014254984031
2024,90,1720.0080463007437
2025,90,1401.3175231747232
2016,91,1000.0000000000085
2017,91,1000.0000000000085
2018,91,1000.0000000000085
2019,91,980.9339959851217
2020,91,971.5039315482896
2021,91,990.5013067825294
2022,91,981.0026172983909
2023,91,990.5013067825294
2024,91,990.4669982839056
2025,91,981.0026172983909
2016,92,999.9999999998886
2017,92,999.9999999998886
2018,92,999.9999999998886
2019,92,985.6270332696198
2020,92,986.2358689538936
2021,92,993.1179362493616
2022,92,986.2358689538936
2023,92,993.1179362493616
2024,92,993.1179362493616
2025,92,993.1179362493616
2016,93,999.9999999999688
2017,93,999.9999999999688
2018,93,999.9999999999688
2019,93,979.3538069544611
2020,93,986.2358716793672
2021,93,986.2358716793672
2022,93,986.2358716793672
2023,93,993.1179376119794
2024,93,993.1179376119794
2025,93,993.1179376119794
2016,94,999.9999999999549
2017,94,999.9999999999549
2018,94,999.9999999999549
2019,94,979.353811041504
2020,94,986.2358744048008
2021,94,986.2358744048008
2022,94,985.6270237863203
2023,94,986.2358744048008
2024,94,993.1179389749758
2025,94,993.1179389749758
2016,95,1000.0000000000629
2017,95,1000.0000000000629
2018,95,1000.0000000000629
2019,95,986.2358771283875
2020,95,986.2358771283875
2021,95,986.2358771283875
2022,95,979.3538151277377
2023,95,986.2358771283875
2024,95,993.1179403365736
2025,95,993.1179403365736
2016,96,1000.0000000000095
2017,96,1000.0000000000095
2018,96,1000.0000000000095
2019,96,986.2358798540719
2020,96,986.2358798540719
2021,96,986.2358798540719
2022,96,979.3538192163389
2023,96,986.2358798540719
2024,96,985.6270143055018
2025,96,993.1179416994371
2016,97,999.9999999999852
2017,97,999.9999999999852
2018,97,999.9999999999852
2019,97,980.7830707472779
2020,97,980.7830707472779
2021,97,980.7830707472779
2022,97,971.1746065229887
2023,97,980.7830707472779
2024,97,980.0970825131807
2025,97,990.0485412350233
2016,98,1000.0000000000858
2017,98,1000.0000000000858
2018,98,1000.0000000000858
2019,98,993.1179440275471
2020,98,979.353826200697
2021,98,985.6270039964794
2022,98,985.6270039964794
2023,98,985.6270039964794
2024,98,985.6270039964794
2025,98,986.2358845103114
2016,99,999.9999999999928
2017,99,999.9999999999928
2018,99,999.9999999999928
2019,99,993.1179453908327
2020,99,979.3538302899004
2021,99,979.3538302899004
2022,99,979.3538302899004
2023,99,979.3538302899004
2024,99,979.3538302899004
2025,99,986.2358872367205
2016,100,1000.0000000001008
2017,100,1000.0000000001008
2018,100,1000.0000000001008
2019,100,990.0485383802909
2020,100,971.1746265092889
2021,100,971.1746265092889
2022,100,971.1746265092889
2023,100,971.1746265092889
2024,100,971.1746265092889
2025,100,980.7830840722179
2016,101,1000.000000000109
2017,101,1000.000000000109
2018,101,1000.000000000109
2019,101,990.0485370560734
2020,101,980.783087265733
2021,101,971.1746312996819
2022,101,980.783087265733
2023,101,980.783087265733
2024,101,970.1456112961965
2025,101,980.097074155157
2016,102,1000.0000000001074
2017,102,1000.0000000001074
2018,102,1000.0000000001074
